Anchor_RGB,Color_A_RGB,Color_B_RGB,Preference
"[0.58012533, 0.61095613, 0.7226299]","[0.109650716, 0.19149536, 0.055057712]","[0.7257979, 0.99172246, 0.22644258]",A
"[0.86787057, 0.43723756, 0.28193378]","[0.15230188, 0.84335107, 0.0775601]","[0.49033263, 0.99428153, 0.59603673]",A
"[0.24783899, 0.28865016, 0.27346045]","[0.9702404, 0.9224166, 0.30754438]","[0.7257979, 0.99172246, 0.22644258]",A
"[0.24783899, 0.28865016, 0.27346045]","[0.9702404, 0.9224166, 0.30754438]","[0.7257979, 0.99172246, 0.22644258]",A
"[0.24783899, 0.28865016, 0.27346045]","[0.9702404, 0.9224166, 0.30754438]","[0.7257979, 0.99172246, 0.22644258]",B
"[0.86506057, 0.78616256, 0.88274515]","[0.24153045, 0.15176788, 0.10358465]","[0.22276536, 0.0797021, 0.63026315]",B
"[0.86506057, 0.78616256, 0.88274515]","[0.24153045, 0.15176788, 0.10358465]","[0.22276536, 0.0797021, 0.63026315]",B
"[0.5931898, 0.22962384, 0.06703209]","[0.77984464, 0.9450673, 0.11706041]","[0.03547891, 0.8490827, 0.8060546]",B
"[0.4604141, 0.7282357, 0.7141585]","[0.03484977, 0.06562788, 0.23064964]","[0.63629645, 0.050264303, 0.19003865]",B
"[0.3493276, 0.072177336, 0.7598753]","[0.109650716, 0.19149536, 0.055057712]","[0.23501962, 0.93474984, 0.9368709]",B
"[0.3493276, 0.072177336, 0.7598753]","[0.109650716, 0.19149536, 0.055057712]","[0.23501962, 0.93474984, 0.9368709]",B
"[0.94440657, 0.38022494, 0.5847122]","[0.109650716, 0.19149536, 0.055057712]","[0.9702404, 0.9224166, 0.30754438]",A
"[0.94440657, 0.38022494, 0.5847122]","[0.109650716, 0.19149536, 0.055057712]","[0.9702404, 0.9224166, 0.30754438]",A
"[0.07718439, 0.88262016, 0.1966194]","[0.86787057, 0.43723756, 0.28193378]","[0.017150851, 0.40071777, 0.6819073]",A
"[0.07718439, 0.88262016, 0.1966194]","[0.86787057, 0.43723756, 0.28193378]","[0.017150851, 0.40071777, 0.6819073]",A
"[0.9306454, 0.63606143, 0.15304022]","[0.3172347, 0.33835807, 0.92483485]","[0.8228274, 0.100452505, 0.8660651]",B
"[0.9306454, 0.63606143, 0.15304022]","[0.3172347, 0.33835807, 0.92483485]","[0.8228274, 0.100452505, 0.8660651]",B
"[0.6428387, 0.31783664, 0.8437378]","[0.109650716, 0.19149536, 0.055057712]","[0.17187607, 0.9853511, 0.37929106]",B
"[0.4146703, 0.47630548, 0.016861033]","[0.23293631, 0.48184034, 0.9916675]","[0.61386275, 0.06668927, 0.39030161]",A
"[0.7936392, 0.5301266, 0.53291386]","[0.2985037, 0.9770905, 0.010847763]","[0.053817015, 0.92139256, 0.45907515]",B
"[0.7936392, 0.5301266, 0.53291386]","[0.2985037, 0.9770905, 0.010847763]","[0.053817015, 0.92139256, 0.45907515]",B
"[0.7936392, 0.5301266, 0.53291386]","[0.2985037, 0.9770905, 0.010847763]","[0.053817015, 0.92139256, 0.45907515]",B
"[0.5059225, 0.4540893, 0.4716738]","[0.23501962, 0.93474984, 0.9368709]","[0.2985037, 0.9770905, 0.010847763]",A
"[0.67657614, 0.85999566, 0.050471924]","[0.6813397, 0.47863117, 0.64546204]","[0.109650716, 0.19149536, 0.055057712]",B
"[0.10313935, 0.4239267, 0.9111509]","[0.4146703, 0.47630548, 0.016861033]","[0.90740216, 0.99742585, 0.751782]",A
"[0.69846344, 0.12369041, 0.7437999]","[0.109650716, 0.19149536, 0.055057712]","[0.49033263, 0.99428153, 0.59603673]",A
"[0.69846344, 0.12369041, 0.7437999]","[0.109650716, 0.19149536, 0.055057712]","[0.49033263, 0.99428153, 0.59603673]",A
"[0.6191142, 0.7177383, 0.7900016]","[0.16084358, 0.027639907, 0.1858997]","[0.109650716, 0.19149536, 0.055057712]",B
"[0.6191142, 0.7177383, 0.7900016]","[0.16084358, 0.027639907, 0.1858997]","[0.109650716, 0.19149536, 0.055057712]",A
"[0.6191142, 0.7177383, 0.7900016]","[0.16084358, 0.027639907, 0.1858997]","[0.109650716, 0.19149536, 0.055057712]",A
"[0.20304048, 0.24898481, 0.8265859]","[0.31555966, 0.6213248, 0.09991029]","[0.01526583, 0.9473776, 0.7367299]",A
"[0.20304048, 0.24898481, 0.8265859]","[0.31555966, 0.6213248, 0.09991029]","[0.01526583, 0.9473776, 0.7367299]",A
"[0.8202599, 0.74646753, 0.45460826]","[0.95071703, 0.05628711, 0.78580797]","[0.18494113, 0.35377178, 0.7844001]",B
"[0.6067408, 0.2990902, 0.51836604]","[0.0026880158, 0.32874164, 0.08320718]","[0.23501962, 0.93474984, 0.9368709]",B
"[0.47396317, 0.7976707, 0.13784361]","[0.14705075, 0.44254905, 0.72677225]","[0.95738924, 0.3278116, 0.18145515]",A
"[0.8856022, 0.83028233, 0.6981051]","[0.20304048, 0.24898481, 0.8265859]","[0.57435024, 0.033046324, 0.66780716]",A
"[0.6566316, 0.15240785, 0.25936234]","[0.69369704, 0.7227337, 0.092756845]","[0.12222758, 0.59245163, 0.65550274]",A
"[0.6566316, 0.15240785, 0.25936234]","[0.69369704, 0.7227337, 0.092756845]","[0.12222758, 0.59245163, 0.65550274]",A
"[0.51820725, 0.558894, 0.21169597]","[0.7694661, 0.34083292, 0.70362747]","[0.03484977, 0.06562788, 0.23064964]",B
"[0.17187607, 0.9853511, 0.37929106]","[0.30937025, 0.36153626, 0.6682386]","[0.8742988, 0.6503798, 0.74021256]",B
"[0.17187607, 0.9853511, 0.37929106]","[0.30937025, 0.36153626, 0.6682386]","[0.8742988, 0.6503798, 0.74021256]",A
"[0.77984464, 0.9450673, 0.11706041]","[0.0051101493, 0.61611843, 0.8754779]","[0.5931898, 0.22962384, 0.06703209]",B
"[0.77984464, 0.9450673, 0.11706041]","[0.0051101493, 0.61611843, 0.8754779]","[0.5931898, 0.22962384, 0.06703209]",A
"[0.63177574, 0.6657887, 0.5993821]","[0.3493276, 0.072177336, 0.7598753]","[0.16084358, 0.027639907, 0.1858997]",A
"[0.91827196, 0.3514473, 0.4126518]","[0.23501962, 0.93474984, 0.9368709]","[0.3983096, 0.660547, 0.21919084]",B
"[0.03547891, 0.8490827, 0.8060546]","[0.109650716, 0.19149536, 0.055057712]","[0.83132315, 0.26643184, 0.23021111]",B
"[0.03547891, 0.8490827, 0.8060546]","[0.109650716, 0.19149536, 0.055057712]","[0.83132315, 0.26643184, 0.23021111]",B
"[0.9566913, 0.60343856, 0.8559815]","[0.9702404, 0.9224166, 0.30754438]","[0.30780298, 0.5824606, 0.36822394]",A
"[0.74326193, 0.41387376, 0.1716774]","[0.2985037, 0.9770905, 0.010847763]","[0.01526583, 0.9473776, 0.7367299]",A
"[0.36036026, 0.91147864, 0.54701376]","[0.9176799, 0.56411684, 0.61306465]","[0.384706, 0.2384603, 0.16442558]",A
"[0.44117227, 0.25490135, 0.9701728]","[0.53175634, 0.97378737, 0.6393293]","[0.22801934, 0.6983703, 0.0334421]",B
"[0.44117227, 0.25490135, 0.9701728]","[0.53175634, 0.97378737, 0.6393293]","[0.22801934, 0.6983703, 0.0334421]",A
"[0.44117227, 0.25490135, 0.9701728]","[0.53175634, 0.97378737, 0.6393293]","[0.22801934, 0.6983703, 0.0334421]",B
"[0.8451158, 0.19698226, 0.68539035]","[0.109650716, 0.19149536, 0.055057712]","[0.23501962, 0.93474984, 0.9368709]",B
"[0.22801934, 0.6983703, 0.0334421]","[0.9176799, 0.56411684, 0.61306465]","[0.13989788, 0.17494608, 0.36457556]",B
"[0.22801934, 0.6983703, 0.0334421]","[0.9176799, 0.56411684, 0.61306465]","[0.13989788, 0.17494608, 0.36457556]",A
"[0.22801934, 0.6983703, 0.0334421]","[0.9176799, 0.56411684, 0.61306465]","[0.13989788, 0.17494608, 0.36457556]",B
"[0.23293631, 0.48184034, 0.9916675]","[0.17187607, 0.9853511, 0.37929106]","[0.4146703, 0.47630548, 0.016861033]",B
"[0.85020906, 0.984328, 0.35217282]","[0.0051101493, 0.61611843, 0.8754779]","[0.5931898, 0.22962384, 0.06703209]",A
"[0.36618605, 0.12803932, 0.4740502]","[0.13071875, 0.26550275, 0.007108082]","[0.15948135, 0.8066853, 0.854574]",B
"[0.7489112, 0.62649775, 0.8696488]","[0.85020906, 0.984328, 0.35217282]","[0.29640517, 0.43043125, 0.065639734]",B
"[0.95738924, 0.3278116, 0.18145515]","[0.38871533, 0.95547837, 0.87215483]","[0.47396317, 0.7976707, 0.13784361]",B
"[0.0901116, 0.8254164, 0.5372589]","[0.9176799, 0.56411684, 0.61306465]","[0.32642907, 0.22509922, 0.6885527]",A
"[0.0901116, 0.8254164, 0.5372589]","[0.9176799, 0.56411684, 0.61306465]","[0.32642907, 0.22509922, 0.6885527]",A
"[0.03484977, 0.06562788, 0.23064964]","[0.44162595, 0.53443444, 0.051017623]","[0.338833, 0.75995666, 0.9952825]",B
"[0.03484977, 0.06562788, 0.23064964]","[0.44162595, 0.53443444, 0.051017623]","[0.338833, 0.75995666, 0.9952825]",B
"[0.6260187, 0.39014673, 0.42241433]","[0.7257979, 0.99172246, 0.22644258]","[0.01526583, 0.9473776, 0.7367299]",B
"[0.2588535, 0.88778204, 0.7962845]","[0.026450142, 0.03777744, 0.9456251]","[0.95738924, 0.3278116, 0.18145515]",A
"[0.43341076, 0.29422292, 0.7482517]","[0.9306454, 0.63606143, 0.15304022]","[0.053817015, 0.92139256, 0.45907515]",A
"[0.43341076, 0.29422292, 0.7482517]","[0.9306454, 0.63606143, 0.15304022]","[0.053817015, 0.92139256, 0.45907515]",A
"[0.5505825, 0.79674107, 0.09557339]","[0.7113901, 0.17613538, 0.022304945]","[0.14705075, 0.44254905, 0.72677225]",B
"[0.5505825, 0.79674107, 0.09557339]","[0.7113901, 0.17613538, 0.022304945]","[0.14705075, 0.44254905, 0.72677225]",A
"[0.77485913, 0.220679, 0.9087816]","[0.17187607, 0.9853511, 0.37929106]","[0.8554972, 0.5810902, 0.025924232]",B
"[0.77485913, 0.220679, 0.9087816]","[0.17187607, 0.9853511, 0.37929106]","[0.8554972, 0.5810902, 0.025924232]",A
"[0.17967018, 0.20969303, 0.5792764]","[0.23501962, 0.93474984, 0.9368709]","[0.3983096, 0.660547, 0.21919084]",B
"[0.17967018, 0.20969303, 0.5792764]","[0.23501962, 0.93474984, 0.9368709]","[0.3983096, 0.660547, 0.21919084]",A
"[0.5208734, 0.27542374, 0.76324415]","[0.9306454, 0.63606143, 0.15304022]","[0.053817015, 0.92139256, 0.45907515]",B
"[0.8878192, 0.11372227, 0.28084224]","[0.040244706, 0.49979055, 0.4045237]","[0.9702404, 0.9224166, 0.30754438]",A
"[0.0051101493, 0.61611843, 0.8754779]","[0.9702404, 0.9224166, 0.30754438]","[0.7257979, 0.99172246, 0.22644258]",B
"[0.98709834, 0.8696045, 0.95860773]","[0.22276536, 0.0797021, 0.63026315]","[0.46298102, 0.11234416, 0.12115973]",A
"[0.7113901, 0.17613538, 0.022304945]","[0.5865102, 0.95057905, 0.8925057]","[0.67657614, 0.85999566, 0.050471924]",B
"[0.604211, 0.5195415, 0.44485295]","[0.026450142, 0.03777744, 0.9456251]","[0.03484977, 0.06562788, 0.23064964]",B
"[0.19538465, 0.96162325, 0.15151042]","[0.14705075, 0.44254905, 0.72677225]","[0.8742988, 0.6503798, 0.74021256]",A
"[0.19538465, 0.96162325, 0.15151042]","[0.14705075, 0.44254905, 0.72677225]","[0.8742988, 0.6503798, 0.74021256]",A
"[0.19538465, 0.96162325, 0.15151042]","[0.14705075, 0.44254905, 0.72677225]","[0.8742988, 0.6503798, 0.74021256]",A
"[0.49033263, 0.99428153, 0.59603673]","[0.9176799, 0.56411684, 0.61306465]","[0.5208734, 0.27542374, 0.76324415]",B
"[0.97508836, 0.14726213, 0.73403126]","[0.8202599, 0.74646753, 0.45460826]","[0.0848254, 0.7360958, 0.8322265]",B
"[0.10781243, 0.64489657, 0.10967138]","[0.9176799, 0.56411684, 0.61306465]","[0.21547908, 0.05078781, 0.40733784]",A
"[0.017150851, 0.40071777, 0.6819073]","[0.15230188, 0.84335107, 0.0775601]","[0.8419462, 0.88519084, 0.57507855]",A
"[0.8999789, 0.8991771, 0.036795527]","[0.8614858, 0.0031807432, 0.080716565]","[0.0051101493, 0.61611843, 0.8754779]",B
"[0.8999789, 0.8991771, 0.036795527]","[0.8614858, 0.0031807432, 0.080716565]","[0.0051101493, 0.61611843, 0.8754779]",A
"[0.8999789, 0.8991771, 0.036795527]","[0.8614858, 0.0031807432, 0.080716565]","[0.0051101493, 0.61611843, 0.8754779]",A
"[0.50187564, 0.74094707, 0.55441093]","[0.07123687, 0.15775886, 0.7774642]","[0.8878192, 0.11372227, 0.28084224]",A
"[0.7923164, 0.30529636, 0.48924693]","[0.8022265, 0.8523827, 0.43439335]","[0.067944236, 0.55782866, 0.43287092]",B
"[0.15948135, 0.8066853, 0.854574]","[0.047733117, 0.13455038, 0.50329113]","[0.8125344, 0.46304283, 0.5046916]",B
"[0.7634308, 0.7629845, 0.64910513]","[0.42313492, 0.14228114, 0.8868473]","[0.26457155, 0.16729984, 0.24430932]",B
"[0.5385723, 0.19085157, 0.33974212]","[0.94770813, 0.7811481, 0.23622078]","[0.46672267, 0.83329874, 0.9153757]",B
"[0.42128155, 0.689433, 0.9414561]","[0.109650716, 0.19149536, 0.055057712]","[0.7257979, 0.99172246, 0.22644258]",A
"[0.646238, 0.5968662, 0.13545896]","[0.9273467, 0.017514363, 0.5585156]","[0.064850114, 0.27875295, 0.607466]",B
"[0.07123687, 0.15775886, 0.7774642]","[0.35238403, 0.70637566, 0.4191965]","[0.23501962, 0.93474984, 0.9368709]",B
"[0.07123687, 0.15775886, 0.7774642]","[0.35238403, 0.70637566, 0.4191965]","[0.23501962, 0.93474984, 0.9368709]",A
"[0.45366648, 0.45306677, 0.26369226]","[0.026450142, 0.03777744, 0.9456251]","[0.90472096, 0.1860656, 0.9852474]",B
"[0.45366648, 0.45306677, 0.26369226]","[0.026450142, 0.03777744, 0.9456251]","[0.90472096, 0.1860656, 0.9852474]",B
"[0.5865102, 0.95057905, 0.8925057]","[0.026450142, 0.03777744, 0.9456251]","[0.9894517, 0.09008607, 0.0008097887]",B
"[0.5865102, 0.95057905, 0.8925057]","[0.026450142, 0.03777744, 0.9456251]","[0.9894517, 0.09008607, 0.0008097887]",A
"[0.5865102, 0.95057905, 0.8925057]","[0.026450142, 0.03777744, 0.9456251]","[0.9894517, 0.09008607, 0.0008097887]",B
"[0.8614858, 0.0031807432, 0.080716565]","[0.8999789, 0.8991771, 0.036795527]","[0.0026880158, 0.32874164, 0.08320718]",B
"[0.8614858, 0.0031807432, 0.080716565]","[0.8999789, 0.8991771, 0.036795527]","[0.0026880158, 0.32874164, 0.08320718]",A
"[0.24433418, 0.50179267, 0.7004969]","[0.9702404, 0.9224166, 0.30754438]","[0.7257979, 0.99172246, 0.22644258]",A
"[0.24433418, 0.50179267, 0.7004969]","[0.9702404, 0.9224166, 0.30754438]","[0.7257979, 0.99172246, 0.22644258]",A
"[0.95071703, 0.05628711, 0.78580797]","[0.01526583, 0.9473776, 0.7367299]","[0.8554972, 0.5810902, 0.025924232]",A
"[0.95071703, 0.05628711, 0.78580797]","[0.01526583, 0.9473776, 0.7367299]","[0.8554972, 0.5810902, 0.025924232]",A
"[0.7644569, 0.5008573, 0.0019587688]","[0.13110942, 0.07136078, 0.9812277]","[0.34389523, 0.031930573, 0.58942044]",A
"[0.6991491, 0.48400354, 0.5300381]","[0.19982515, 0.91766375, 0.94111735]","[0.5654342, 0.99221796, 0.036390133]",A
"[0.541602, 0.90281576, 0.90785617]","[0.07224651, 0.16676696, 0.21960367]","[0.63444567, 0.08726352, 0.29072517]",A
"[0.98410714, 0.112326056, 0.43496037]","[0.45575562, 0.865213, 0.90322965]","[0.8781401, 0.8339367, 0.05606774]",B
"[0.98410714, 0.112326056, 0.43496037]","[0.45575562, 0.865213, 0.90322965]","[0.8781401, 0.8339367, 0.05606774]",A
"[0.98410714, 0.112326056, 0.43496037]","[0.45575562, 0.865213, 0.90322965]","[0.8781401, 0.8339367, 0.05606774]",A
"[0.92653143, 0.75176793, 0.7162911]","[0.07224651, 0.16676696, 0.21960367]","[0.23422666, 0.044367015, 0.10168666]",A
"[0.06684261, 0.4337518, 0.49239147]","[0.7107209, 0.10264277, 0.07156029]","[0.98410714, 0.112326056, 0.43496037]",A
"[0.06684261, 0.4337518, 0.49239147]","[0.7107209, 0.10264277, 0.07156029]","[0.98410714, 0.112326056, 0.43496037]",B
"[0.06684261, 0.4337518, 0.49239147]","[0.7107209, 0.10264277, 0.07156029]","[0.98410714, 0.112326056, 0.43496037]",B
"[0.06684261, 0.4337518, 0.49239147]","[0.7107209, 0.10264277, 0.07156029]","[0.98410714, 0.112326056, 0.43496037]",B
"[0.37628964, 0.5813877, 0.9735958]","[0.87060475, 0.9707996, 0.45447662]","[0.5654342, 0.99221796, 0.036390133]",B
"[0.61122453, 0.23309827, 0.18917988]","[0.018095303, 0.9609914, 0.8757424]","[0.69086975, 0.9335684, 0.25659725]",B
"[0.61122453, 0.23309827, 0.18917988]","[0.018095303, 0.9609914, 0.8757424]","[0.69086975, 0.9335684, 0.25659725]",A
"[0.6411775, 0.6536425, 0.37389794]","[0.27354652, 0.20766456, 0.64071876]","[0.96122086, 0.03830497, 0.8373586]",A
"[0.87060475, 0.9707996, 0.45447662]","[0.14832915, 0.2123829, 0.15982471]","[0.8631638, 0.42821714, 0.6966608]",A
"[0.32706222, 0.6723688, 0.22747597]","[0.8218771, 0.23895226, 0.30234328]","[0.006057635, 0.010667484, 0.70241135]",B
"[0.68591166, 0.013089798, 0.95081097]","[0.40378046, 0.95881265, 0.42524374]","[0.91497105, 0.63212115, 0.13573551]",B
"[0.5929399, 0.6235439, 0.6120839]","[0.23422666, 0.044367015, 0.10168666]","[0.006057635, 0.010667484, 0.70241135]",B
"[0.42149886, 0.19081238, 0.3354805]","[0.07888045, 0.6081967, 0.17939399]","[0.10423695, 0.79306966, 0.8235284]",A
"[0.42149886, 0.19081238, 0.3354805]","[0.07888045, 0.6081967, 0.17939399]","[0.10423695, 0.79306966, 0.8235284]",A
"[0.90043575, 0.39256454, 0.107441254]","[0.075120986, 0.9768626, 0.71895736]","[0.4405042, 0.97419083, 0.206573]",B
"[0.90043575, 0.39256454, 0.107441254]","[0.075120986, 0.9768626, 0.71895736]","[0.4405042, 0.97419083, 0.206573]",A
"[0.04858578, 0.0925926, 0.042321503]","[0.98786646, 0.48974672, 0.9793832]","[0.036575597, 0.886913, 0.34845024]",B
"[0.04858578, 0.0925926, 0.042321503]","[0.98786646, 0.48974672, 0.9793832]","[0.036575597, 0.886913, 0.34845024]",A
"[0.04858578, 0.0925926, 0.042321503]","[0.98786646, 0.48974672, 0.9793832]","[0.036575597, 0.886913, 0.34845024]",A
"[0.50423735, 0.26199588, 0.26841527]","[0.10423695, 0.79306966, 0.8235284]","[0.0030727675, 0.8207024, 0.20281017]",A
"[0.7237656, 0.87468535, 0.16966322]","[0.11280015, 0.47664493, 0.7774954]","[0.7107209, 0.10264277, 0.07156029]",B
"[0.27107254, 0.43974158, 0.8837362]","[0.16115713, 0.95292777, 0.06964966]","[0.966172, 0.8493164, 0.33751327]",A
"[0.20381348, 0.5441503, 0.3947185]","[0.9587511, 0.29866388, 0.5640801]","[0.5856524, 0.041891225, 0.35426718]",A
"[0.20381348, 0.5441503, 0.3947185]","[0.9587511, 0.29866388, 0.5640801]","[0.5856524, 0.041891225, 0.35426718]",B
"[0.8014787, 0.8146432, 0.99899846]","[0.18381722, 0.26148853, 0.015865259]","[0.023017582, 0.15089513, 0.37516427]",B
"[0.8014787, 0.8146432, 0.99899846]","[0.18381722, 0.26148853, 0.015865259]","[0.023017582, 0.15089513, 0.37516427]",B
"[0.25110006, 0.51627314, 0.6947797]","[0.9951692, 0.9081113, 0.2371837]","[0.5654342, 0.99221796, 0.036390133]",A
"[0.25110006, 0.51627314, 0.6947797]","[0.9951692, 0.9081113, 0.2371837]","[0.5654342, 0.99221796, 0.036390133]",A
"[0.25110006, 0.51627314, 0.6947797]","[0.9951692, 0.9081113, 0.2371837]","[0.5654342, 0.99221796, 0.036390133]",B
"[0.5164896, 0.7174485, 0.09117514]","[0.85091156, 0.5982551, 0.8817406]","[0.5096372, 0.026020952, 0.009955493]",A
"[0.46907192, 0.0969727, 0.8672602]","[0.036575597, 0.886913, 0.34845024]","[0.7896589, 0.6920944, 0.41551265]",A
"[0.036575597, 0.886913, 0.34845024]","[0.0114570595, 0.27735114, 0.96062607]","[0.44338202, 0.16317783, 0.70647544]",A
"[0.036575597, 0.886913, 0.34845024]","[0.0114570595, 0.27735114, 0.96062607]","[0.44338202, 0.16317783, 0.70647544]",B
"[0.9587511, 0.29866388, 0.5640801]","[0.10423695, 0.79306966, 0.8235284]","[0.9951692, 0.9081113, 0.2371837]",A
"[0.9587511, 0.29866388, 0.5640801]","[0.10423695, 0.79306966, 0.8235284]","[0.9951692, 0.9081113, 0.2371837]",A
"[0.8894032, 0.56554455, 0.28272778]","[0.08627674, 0.057300076, 0.9215705]","[0.17353073, 0.028496739, 0.25862232]",A
"[0.43277377, 0.76711327, 0.023491925]","[0.9757354, 0.53846115, 0.6615185]","[0.19680998, 0.22776155, 0.44078755]",B
"[0.33824563, 0.34608078, 0.4134865]","[0.4405042, 0.97419083, 0.206573]","[0.9951692, 0.9081113, 0.2371837]",A
"[0.15575217, 0.6378065, 0.93326646]","[0.9951692, 0.9081113, 0.2371837]","[0.5654342, 0.99221796, 0.036390133]",A
"[0.15575217, 0.6378065, 0.93326646]","[0.9951692, 0.9081113, 0.2371837]","[0.5654342, 0.99221796, 0.036390133]",B
"[0.17353073, 0.028496739, 0.25862232]","[0.9389295, 0.72188765, 0.7637644]","[0.12826519, 0.7613242, 0.4806495]",B
"[0.36384004, 0.9866337, 0.7696209]","[0.19680998, 0.22776155, 0.44078755]","[0.9757354, 0.53846115, 0.6615185]",A
"[0.5989408, 0.8089109, 0.38890898]","[0.07224651, 0.16676696, 0.21960367]","[0.8591756, 0.047833417, 0.15516719]",A
"[0.39638698, 0.3766679, 0.6674203]","[0.9951692, 0.9081113, 0.2371837]","[0.5654342, 0.99221796, 0.036390133]",B
"[0.07888045, 0.6081967, 0.17939399]","[0.9757354, 0.53846115, 0.6615185]","[0.5096372, 0.026020952, 0.009955493]",B
"[0.9951692, 0.9081113, 0.2371837]","[0.14832915, 0.2123829, 0.15982471]","[0.9587511, 0.29866388, 0.5640801]",A
"[0.0114570595, 0.27735114, 0.96062607]","[0.602387, 0.5417433, 0.14729537]","[0.6669151, 0.9682812, 0.6271022]",B
"[0.4517635, 0.7377923, 0.44865966]","[0.006057635, 0.010667484, 0.70241135]","[0.8591756, 0.047833417, 0.15516719]",A
"[0.71811604, 0.56004685, 0.8293618]","[0.69086975, 0.9335684, 0.25659725]","[0.30354264, 0.566975, 0.03457232]",B
"[0.29681045, 0.12559113, 0.11332004]","[0.8014787, 0.8146432, 0.99899846]","[0.43277377, 0.76711327, 0.023491925]",B
"[0.22930679, 0.85927135, 0.60232973]","[0.04858578, 0.0925926, 0.042321503]","[0.9757354, 0.53846115, 0.6615185]",A
"[0.7684604, 0.88124484, 0.58351207]","[0.98786646, 0.48974672, 0.9793832]","[0.19680998, 0.22776155, 0.44078755]",A
"[0.7107209, 0.10264277, 0.07156029]","[0.19982515, 0.91766375, 0.94111735]","[0.7237656, 0.87468535, 0.16966322]",A
"[0.7107209, 0.10264277, 0.07156029]","[0.19982515, 0.91766375, 0.94111735]","[0.7237656, 0.87468535, 0.16966322]",B
"[0.7107209, 0.10264277, 0.07156029]","[0.19982515, 0.91766375, 0.94111735]","[0.7237656, 0.87468535, 0.16966322]",A
"[0.553418, 0.52635974, 0.49035788]","[0.08627674, 0.057300076, 0.9215705]","[0.17353073, 0.028496739, 0.25862232]",A
"[0.44338202, 0.16317783, 0.70647544]","[0.31580344, 0.91252494, 0.48439705]","[0.602387, 0.5417433, 0.14729537]",A
"[0.44338202, 0.16317783, 0.70647544]","[0.31580344, 0.91252494, 0.48439705]","[0.602387, 0.5417433, 0.14729537]",A
"[0.0030727675, 0.8207024, 0.20281017]","[0.50423735, 0.26199588, 0.26841527]","[0.0114570595, 0.27735114, 0.96062607]",B
"[0.98786646, 0.48974672, 0.9793832]","[0.04858578, 0.0925926, 0.042321503]","[0.966172, 0.8493164, 0.33751327]",A
"[0.91497105, 0.63212115, 0.13573551]","[0.46060136, 0.0541391, 0.4023501]","[0.0114570595, 0.27735114, 0.96062607]",B
"[0.08627674, 0.057300076, 0.9215705]","[0.018095303, 0.9609914, 0.8757424]","[0.7644569, 0.5008573, 0.0019587688]",A
"[0.40378046, 0.95881265, 0.42524374]","[0.13650925, 0.3437475, 0.7384501]","[0.5607217, 0.07675859, 0.73255724]",A
"[0.6072325, 0.3517642, 0.64671725]","[0.966172, 0.8493164, 0.33751327]","[0.09584023, 0.36766705, 0.08132989]",A
"[0.6374296, 0.7771674, 0.7903836]","[0.04858578, 0.0925926, 0.042321503]","[0.3357756, 0.11382524, 0.18702579]",A
